Subj,Class,risk_2d
1,1,0
2,1,0
3,1,0
4,1,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,1,0
11,0,0
12,0,0
13,1,0
14,0,0
15,0,0
16,0,0
17,0,0
18,1,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,1,0
27,0,0
28,1,0
29,0,0
30,1,0
31,1,0
32,1,0
33,0,0
34,1,0
35,0,0
36,0,0
37,1,0
38,1,0
39,0,0
40,0,0
41,1,0
42,1,0
43,0,0
44,0,0
45,0,0
46,1,0
47,1,0
48,1,0
49,1,0
50,0,0
51,0,0
52,1,0
53,0,0
54,1,0
55,1,0
56,1,0
57,1,0
58,0,0
59,1,0
60,1,0
61,1,0
62,1,0
63,0,0
64,1,0
65,1,0
66,1,0
67,0,0
68,1,0
69,1,0
70,1,0
71,0,0
72,1,0
73,0,0
74,0,0
75,1,0
76,0,0
77,0,0
78,0,0
79,0,0
80,1,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,1,0
88,0,0
89,0,0
90,1,0
91,0,0
92,0,0
93,1,0
94,1,0
95,1,0
96,1,0
97,0,0
98,1,0
99,1,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,0
110,0,0
111,0,0
112,0,0
113,1,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,1,0
120,1,0
121,0,0
122,0,0
123,0,0
124,0,0
125,1,0
126,1,0
127,0,0
128,1,0
129,1,0
130,1,0
131,0,0
132,1,0
133,0,0
134,0,0
135,0,0
136,0,0
137,1,0
138,1,0
139,0,0
140,0,0
141,0,0
142,0,0
143,1,0
144,0,0
145,1,0
146,1,0
147,1,0
148,0,0
149,1,0
150,0,0
151,1,0
152,0,0
153,0,0
154,1,0
155,0,0
156,1,0
157,1,0
158,1,0
159,1,0
160,0,0
161,0,0
162,1,0
163,1,0
164,0,0
165,0,0
166,1,0
167,1,0
168,0,0
169,1,0
170,1,0
171,0,0
172,1,0
173,0,0
174,0,0
175,1,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,1,0
186,1,0
187,0,0
188,1,0
189,0,0
190,0,0
191,1,0
192,1,0
193,1,0
194,0,0
195,1,0
196,0,0
197,0,0
198,1,0
199,0,0
200,1,0
